layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,116.127087
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,115.965541
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,115.245166
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,114.811375
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,306.586635
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,32,4,304.727892
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,309.245864
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,115.654681
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,115.585655
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,115.863702
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,114.933357
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,306.051634
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,32,4,302.286771
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,310.405296
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,115.733708
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,115.706555
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,116.107047
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,115.145166
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,306.194368
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,32,4,304.179234
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,309.845346
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,116.296006
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,115.569696
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,116.928749
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,114.509575
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,306.164949
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,32,4,304.168355
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,305.835414
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,115.894878
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,115.905144
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,117.424807
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,114.520841
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,306.266297
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,32,4,302.787642
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,305.095282
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,116.207749
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,115.814858
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,115.486468
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,114.173169
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,306.229982
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,32,4,303.830590
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,32,4,308.961738
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,32,4,116.360121
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,32,4,115.706184
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,32,4,116.114197
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,32,4,114.727624
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,32,4,305.609508
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,32,4,302.128158
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,32,4,307.058996
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,32,4,116.049039
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,32,4,115.975719
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,32,4,116.862525
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,32,4,115.222207
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,32,4,306.007407
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,32,4,305.555829
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,32,4,309.848906
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,32,4,116.563625
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,32,4,115.590046
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,32,4,115.373200
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,32,4,115.811696
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,32,4,312.527857
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,32,4,308.251483
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,32,4,311.854356
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,32,4,116.401232
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,32,4,115.512260
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,32,4,116.094129
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,32,4,115.883460
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,32,4,306.348167
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,32,4,304.583426
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,32,4,311.029192
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,32,4,115.827422
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,32,4,115.674504
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,32,4,115.343626
10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,32,4,113.765204
10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,32,4,305.751926
10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,32,4,303.471940
10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,32,4,308.418883
11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,32,4,116.185437
11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,32,4,115.274224
11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,32,4,115.449131
11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,32,4,114.130420
11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,32,4,305.628561
11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,32,4,304.352091
11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,32,4,312.449006
12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,32,4,115.100811
12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,32,4,115.662143
12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,32,4,115.772547
12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,32,4,114.765904
12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,32,4,306.619534
12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,32,4,302.837302
12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,32,4,311.134228
13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,32,4,116.813870
13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,32,4,116.068920
13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,32,4,117.145764
13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,32,4,114.981709
13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,32,4,306.756780
13,ffn_up,blk.13.ffn_up.weight,Q4_0,4096,11008,32,4,304.497209
13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,32,4,311.042157
14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,32,4,116.960627
14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,32,4,115.981728
14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,32,4,116.159549
14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,32,4,115.042025
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,32,4,305.874341
14,ffn_up,blk.14.ffn_up.weight,Q4_0,4096,11008,32,4,304.079427
14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,32,4,312.288432
15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,32,4,116.004639
15,k_proj,blk.15.attn_k.weight,Q4_0,4096,4096,32,4,115.581638
15,v_proj,blk.15.attn_v.weight,Q4_0,4096,4096,32,4,116.089695
15,o_proj,blk.15.attn_output.weight,Q4_0,4096,4096,32,4,116.252056
15,ffn_gate,blk.15.ffn_gate.weight,Q4_0,4096,11008,32,4,305.916926
15,ffn_up,blk.15.ffn_up.weight,Q4_0,4096,11008,32,4,303.917825
15,ffn_down,blk.15.ffn_down.weight,Q4_0,11008,4096,32,4,305.764894
16,q_proj,blk.16.attn_q.weight,Q4_0,4096,4096,32,4,116.483167
16,k_proj,blk.16.attn_k.weight,Q4_0,4096,4096,32,4,116.564166
16,v_proj,blk.16.attn_v.weight,Q4_0,4096,4096,32,4,116.281548
16,o_proj,blk.16.attn_output.weight,Q4_0,4096,4096,32,4,114.225592
16,ffn_gate,blk.16.ffn_gate.weight,Q4_0,4096,11008,32,4,304.006831
16,ffn_up,blk.16.ffn_up.weight,Q4_0,4096,11008,32,4,303.617833
16,ffn_down,blk.16.ffn_down.weight,Q4_0,11008,4096,32,4,306.500091
17,q_proj,blk.17.attn_q.weight,Q4_0,4096,4096,32,4,117.111514
17,k_proj,blk.17.attn_k.weight,Q4_0,4096,4096,32,4,116.012544
17,v_proj,blk.17.attn_v.weight,Q4_0,4096,4096,32,4,116.122317
17,o_proj,blk.17.attn_output.weight,Q4_0,4096,4096,32,4,115.815470
17,ffn_gate,blk.17.ffn_gate.weight,Q4_0,4096,11008,32,4,305.292547
17,ffn_up,blk.17.ffn_up.weight,Q4_0,4096,11008,32,4,302.837947
17,ffn_down,blk.17.ffn_down.weight,Q4_0,11008,4096,32,4,313.371679
