layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,32,4,90.380059
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,32,4,89.134966
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,32,4,89.595352
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,32,4,91.512795
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,32,4,472.929035
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,32,4,249.070298
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,32,4,89.148684
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,32,4,88.422637
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,32,4,88.426471
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,32,4,90.519700
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,32,4,474.057253
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,32,4,246.921174
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,32,4,90.480295
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,32,4,89.357830
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,32,4,88.676768
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,32,4,90.618057
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,32,4,473.168992
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,32,4,247.633544
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,32,4,90.117301
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,32,4,88.824615
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,32,4,88.829672
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,32,4,90.657696
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,32,4,473.189168
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,32,4,248.248970
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,32,4,90.132059
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,32,4,89.053791
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,32,4,88.744243
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,32,4,90.720300
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,32,4,474.610562
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,32,4,247.529831
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,32,4,88.912184
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,32,4,88.566200
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,32,4,88.571083
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,32,4,91.308716
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,32,4,473.773688
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,32,4,250.595484
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,32,4,90.553885
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,32,4,88.675278
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,32,4,88.348518
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,32,4,90.790056
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,32,4,472.994550
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,32,4,246.820625
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,32,4,89.175094
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,32,4,88.687319
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,32,4,88.864346
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,32,4,91.349356
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,32,4,472.355327
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,32,4,248.435621
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,32,4,90.088258
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,32,4,88.725507
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,32,4,88.613387
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,32,4,90.259541
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,32,4,473.808079
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,32,4,246.644258
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,32,4,89.333801
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,32,4,88.647948
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,32,4,89.228904
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,32,4,90.777090
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,32,4,474.322419
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,32,4,251.419609
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,32,4,89.897485
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,32,4,88.662092
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,32,4,88.729687
10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,32,4,90.398557
10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,32,4,472.684548
10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,32,4,246.264927
11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,32,4,88.620211
11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,32,4,89.019237
11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,32,4,88.576812
11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,32,4,90.203438
11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,32,4,473.231231
11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,32,4,246.371208
12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,32,4,89.531465
12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,32,4,88.506116
12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,32,4,88.786764
12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,32,4,90.333543
12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,32,4,473.174551
12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,32,4,249.506163
13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,32,4,89.014467
13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,32,4,88.722482
13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,32,4,90.104388
13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,32,4,91.310785
13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,32,4,472.309548
13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,32,4,250.045775
14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,32,4,91.038389
14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,32,4,89.061211
14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,32,4,88.542241
14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,32,4,91.302216
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,32,4,472.455897
14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,32,4,248.202681
15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,32,4,90.270728
15,k_proj,blk.15.attn_k.weight,Q4_0,4096,4096,32,4,89.156682
15,v_proj,blk.15.attn_v.weight,Q4_0,4096,4096,32,4,89.360094
15,o_proj,blk.15.attn_output.weight,Q4_0,4096,4096,32,4,90.326623
15,ffn_gate,blk.15.ffn_gate.weight,Q4_0,4096,11008,32,4,473.991617
15,ffn_down,blk.15.ffn_down.weight,Q4_0,11008,4096,32,4,247.609883
16,q_proj,blk.16.attn_q.weight,Q4_0,4096,4096,32,4,90.810852
16,k_proj,blk.16.attn_k.weight,Q4_0,4096,4096,32,4,88.704735
16,v_proj,blk.16.attn_v.weight,Q4_0,4096,4096,32,4,88.549610
16,o_proj,blk.16.attn_output.weight,Q4_0,4096,4096,32,4,89.979769
16,ffn_gate,blk.16.ffn_gate.weight,Q4_0,4096,11008,32,4,474.402922
16,ffn_down,blk.16.ffn_down.weight,Q4_0,11008,4096,32,4,248.335836
17,q_proj,blk.17.attn_q.weight,Q4_0,4096,4096,32,4,88.805102
17,k_proj,blk.17.attn_k.weight,Q4_0,4096,4096,32,4,88.815141
17,v_proj,blk.17.attn_v.weight,Q4_0,4096,4096,32,4,88.844936
17,o_proj,blk.17.attn_output.weight,Q4_0,4096,4096,32,4,90.682869
17,ffn_gate,blk.17.ffn_gate.weight,Q4_0,4096,11008,32,4,472.764959
17,ffn_down,blk.17.ffn_down.weight,Q4_0,11008,4096,32,4,250.465669
18,q_proj,blk.18.attn_q.weight,Q4_0,4096,4096,32,4,89.062488
18,k_proj,blk.18.attn_k.weight,Q4_0,4096,4096,32,4,88.771344
18,v_proj,blk.18.attn_v.weight,Q4_0,4096,4096,32,4,88.690141
18,o_proj,blk.18.attn_output.weight,Q4_0,4096,4096,32,4,90.425866
18,ffn_gate,blk.18.ffn_gate.weight,Q4_0,4096,11008,32,4,473.754214
18,ffn_down,blk.18.ffn_down.weight,Q4_0,11008,4096,32,4,249.403754
19,q_proj,blk.19.attn_q.weight,Q4_0,4096,4096,32,4,88.704364
19,k_proj,blk.19.attn_k.weight,Q4_0,4096,4096,32,4,88.951050
19,v_proj,blk.19.attn_v.weight,Q4_0,4096,4096,32,4,88.686748
19,o_proj,blk.19.attn_output.weight,Q4_0,4096,4096,32,4,90.251269
19,ffn_gate,blk.19.ffn_gate.weight,Q4_0,4096,11008,32,4,474.998512
19,ffn_down,blk.19.ffn_down.weight,Q4_0,11008,4096,32,4,250.145958
20,q_proj,blk.20.attn_q.weight,Q4_0,4096,4096,32,4,89.639336
20,k_proj,blk.20.attn_k.weight,Q4_0,4096,4096,32,4,89.514109
20,v_proj,blk.20.attn_v.weight,Q4_0,4096,4096,32,4,89.255284
20,o_proj,blk.20.attn_output.weight,Q4_0,4096,4096,32,4,90.492197
20,ffn_gate,blk.20.ffn_gate.weight,Q4_0,4096,11008,32,4,473.388052
