layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,64,2,132.097454
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,64,2,129.734930
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,64,2,127.877910
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,64,2,128.989382
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,64,2,340.342624
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,64,2,346.844294
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,64,2,344.423321
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,64,2,136.224984
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,64,2,135.019337
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,64,2,134.374296
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,64,2,124.460201
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,64,2,355.012038
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,64,2,346.802128
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,64,2,341.334054
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,64,2,130.485014
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,64,2,131.633024
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,64,2,130.751965
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,64,2,129.686107
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,64,2,352.986677
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,64,2,336.778157
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,64,2,324.257169
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,64,2,124.149851
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,64,2,127.013732
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,64,2,130.158092
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,64,2,128.613126
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,64,2,348.521831
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,64,2,346.375866
