layer,kind,tensor,type,cols,rows,batch,calls,ms
0,q_proj,blk.0.attn_q.weight,Q4_0,4096,4096,16,8,353.154736
0,k_proj,blk.0.attn_k.weight,Q4_0,4096,4096,16,8,351.682698
0,v_proj,blk.0.attn_v.weight,Q4_0,4096,4096,16,8,351.970913
0,o_proj,blk.0.attn_output.weight,Q4_0,4096,4096,16,8,351.514138
0,ffn_gate,blk.0.ffn_gate.weight,Q4_0,4096,11008,16,8,938.896634
0,ffn_up,blk.0.ffn_up.weight,Q4_0,4096,11008,16,8,938.292100
0,ffn_down,blk.0.ffn_down.weight,Q4_0,11008,4096,16,8,942.341603
1,q_proj,blk.1.attn_q.weight,Q4_0,4096,4096,16,8,351.688671
1,k_proj,blk.1.attn_k.weight,Q4_0,4096,4096,16,8,351.577997
1,v_proj,blk.1.attn_v.weight,Q4_0,4096,4096,16,8,352.794897
1,o_proj,blk.1.attn_output.weight,Q4_0,4096,4096,16,8,352.277097
1,ffn_gate,blk.1.ffn_gate.weight,Q4_0,4096,11008,16,8,938.302381
1,ffn_up,blk.1.ffn_up.weight,Q4_0,4096,11008,16,8,938.336412
1,ffn_down,blk.1.ffn_down.weight,Q4_0,11008,4096,16,8,942.337641
2,q_proj,blk.2.attn_q.weight,Q4_0,4096,4096,16,8,352.281169
2,k_proj,blk.2.attn_k.weight,Q4_0,4096,4096,16,8,350.894028
2,v_proj,blk.2.attn_v.weight,Q4_0,4096,4096,16,8,351.262595
2,o_proj,blk.2.attn_output.weight,Q4_0,4096,4096,16,8,351.521032
2,ffn_gate,blk.2.ffn_gate.weight,Q4_0,4096,11008,16,8,938.869851
2,ffn_up,blk.2.ffn_up.weight,Q4_0,4096,11008,16,8,938.298993
2,ffn_down,blk.2.ffn_down.weight,Q4_0,11008,4096,16,8,941.788584
3,q_proj,blk.3.attn_q.weight,Q4_0,4096,4096,16,8,351.211390
3,k_proj,blk.3.attn_k.weight,Q4_0,4096,4096,16,8,350.855481
3,v_proj,blk.3.attn_v.weight,Q4_0,4096,4096,16,8,351.222089
3,o_proj,blk.3.attn_output.weight,Q4_0,4096,4096,16,8,350.991876
3,ffn_gate,blk.3.ffn_gate.weight,Q4_0,4096,11008,16,8,938.678520
3,ffn_up,blk.3.ffn_up.weight,Q4_0,4096,11008,16,8,938.373898
3,ffn_down,blk.3.ffn_down.weight,Q4_0,11008,4096,16,8,942.614650
4,q_proj,blk.4.attn_q.weight,Q4_0,4096,4096,16,8,352.159229
4,k_proj,blk.4.attn_k.weight,Q4_0,4096,4096,16,8,350.979531
4,v_proj,blk.4.attn_v.weight,Q4_0,4096,4096,16,8,351.000292
4,o_proj,blk.4.attn_output.weight,Q4_0,4096,4096,16,8,351.500159
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,4096,11008,16,8,938.763761
4,ffn_up,blk.4.ffn_up.weight,Q4_0,4096,11008,16,8,938.902225
4,ffn_down,blk.4.ffn_down.weight,Q4_0,11008,4096,16,8,941.729138
5,q_proj,blk.5.attn_q.weight,Q4_0,4096,4096,16,8,351.572079
5,k_proj,blk.5.attn_k.weight,Q4_0,4096,4096,16,8,350.989801
5,v_proj,blk.5.attn_v.weight,Q4_0,4096,4096,16,8,351.429079
5,o_proj,blk.5.attn_output.weight,Q4_0,4096,4096,16,8,351.000128
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,4096,11008,16,8,939.142067
5,ffn_up,blk.5.ffn_up.weight,Q4_0,4096,11008,16,8,938.422605
5,ffn_down,blk.5.ffn_down.weight,Q4_0,11008,4096,16,8,941.529730
6,q_proj,blk.6.attn_q.weight,Q4_0,4096,4096,16,8,351.446543
6,k_proj,blk.6.attn_k.weight,Q4_0,4096,4096,16,8,351.165341
6,v_proj,blk.6.attn_v.weight,Q4_0,4096,4096,16,8,350.827552
6,o_proj,blk.6.attn_output.weight,Q4_0,4096,4096,16,8,351.163612
6,ffn_gate,blk.6.ffn_gate.weight,Q4_0,4096,11008,16,8,939.070643
6,ffn_up,blk.6.ffn_up.weight,Q4_0,4096,11008,16,8,938.290017
6,ffn_down,blk.6.ffn_down.weight,Q4_0,11008,4096,16,8,940.994350
7,q_proj,blk.7.attn_q.weight,Q4_0,4096,4096,16,8,351.222149
7,k_proj,blk.7.attn_k.weight,Q4_0,4096,4096,16,8,350.746549
7,v_proj,blk.7.attn_v.weight,Q4_0,4096,4096,16,8,351.195224
7,o_proj,blk.7.attn_output.weight,Q4_0,4096,4096,16,8,351.061133
7,ffn_gate,blk.7.ffn_gate.weight,Q4_0,4096,11008,16,8,938.899535
7,ffn_up,blk.7.ffn_up.weight,Q4_0,4096,11008,16,8,938.045622
7,ffn_down,blk.7.ffn_down.weight,Q4_0,11008,4096,16,8,941.382133
8,q_proj,blk.8.attn_q.weight,Q4_0,4096,4096,16,8,352.463754
8,k_proj,blk.8.attn_k.weight,Q4_0,4096,4096,16,8,350.668383
8,v_proj,blk.8.attn_v.weight,Q4_0,4096,4096,16,8,350.719847
8,o_proj,blk.8.attn_output.weight,Q4_0,4096,4096,16,8,351.916305
8,ffn_gate,blk.8.ffn_gate.weight,Q4_0,4096,11008,16,8,938.705730
8,ffn_up,blk.8.ffn_up.weight,Q4_0,4096,11008,16,8,938.752544
8,ffn_down,blk.8.ffn_down.weight,Q4_0,11008,4096,16,8,940.763045
9,q_proj,blk.9.attn_q.weight,Q4_0,4096,4096,16,8,351.492539
9,k_proj,blk.9.attn_k.weight,Q4_0,4096,4096,16,8,350.915502
9,v_proj,blk.9.attn_v.weight,Q4_0,4096,4096,16,8,350.754413
9,o_proj,blk.9.attn_output.weight,Q4_0,4096,4096,16,8,351.209046
9,ffn_gate,blk.9.ffn_gate.weight,Q4_0,4096,11008,16,8,939.064806
9,ffn_up,blk.9.ffn_up.weight,Q4_0,4096,11008,16,8,938.204803
9,ffn_down,blk.9.ffn_down.weight,Q4_0,11008,4096,16,8,941.585356
10,q_proj,blk.10.attn_q.weight,Q4_0,4096,4096,16,8,351.624575
10,k_proj,blk.10.attn_k.weight,Q4_0,4096,4096,16,8,350.824977
10,v_proj,blk.10.attn_v.weight,Q4_0,4096,4096,16,8,350.777775
10,o_proj,blk.10.attn_output.weight,Q4_0,4096,4096,16,8,350.827448
10,ffn_gate,blk.10.ffn_gate.weight,Q4_0,4096,11008,16,8,939.469123
10,ffn_up,blk.10.ffn_up.weight,Q4_0,4096,11008,16,8,937.883051
10,ffn_down,blk.10.ffn_down.weight,Q4_0,11008,4096,16,8,941.440427
11,q_proj,blk.11.attn_q.weight,Q4_0,4096,4096,16,8,351.686604
11,k_proj,blk.11.attn_k.weight,Q4_0,4096,4096,16,8,351.196947
11,v_proj,blk.11.attn_v.weight,Q4_0,4096,4096,16,8,351.185675
11,o_proj,blk.11.attn_output.weight,Q4_0,4096,4096,16,8,351.543841
11,ffn_gate,blk.11.ffn_gate.weight,Q4_0,4096,11008,16,8,939.088650
11,ffn_up,blk.11.ffn_up.weight,Q4_0,4096,11008,16,8,938.404446
11,ffn_down,blk.11.ffn_down.weight,Q4_0,11008,4096,16,8,941.526237
12,q_proj,blk.12.attn_q.weight,Q4_0,4096,4096,16,8,351.762627
12,k_proj,blk.12.attn_k.weight,Q4_0,4096,4096,16,8,350.872980
12,v_proj,blk.12.attn_v.weight,Q4_0,4096,4096,16,8,351.113577
12,o_proj,blk.12.attn_output.weight,Q4_0,4096,4096,16,8,351.126880
12,ffn_gate,blk.12.ffn_gate.weight,Q4_0,4096,11008,16,8,938.875139
12,ffn_up,blk.12.ffn_up.weight,Q4_0,4096,11008,16,8,938.663921
12,ffn_down,blk.12.ffn_down.weight,Q4_0,11008,4096,16,8,941.733209
13,q_proj,blk.13.attn_q.weight,Q4_0,4096,4096,16,8,351.654610
13,k_proj,blk.13.attn_k.weight,Q4_0,4096,4096,16,8,350.831004
13,v_proj,blk.13.attn_v.weight,Q4_0,4096,4096,16,8,350.896083
13,o_proj,blk.13.attn_output.weight,Q4_0,4096,4096,16,8,351.022590
13,ffn_gate,blk.13.ffn_gate.weight,Q4_0,4096,11008,16,8,938.667365
13,ffn_up,blk.13.ffn_up.weight,Q4_0,4096,11008,16,8,937.996332
13,ffn_down,blk.13.ffn_down.weight,Q4_0,11008,4096,16,8,941.371215
14,q_proj,blk.14.attn_q.weight,Q4_0,4096,4096,16,8,351.323832
14,k_proj,blk.14.attn_k.weight,Q4_0,4096,4096,16,8,350.822600
14,v_proj,blk.14.attn_v.weight,Q4_0,4096,4096,16,8,351.463865
14,o_proj,blk.14.attn_output.weight,Q4_0,4096,4096,16,8,350.879713
14,ffn_gate,blk.14.ffn_gate.weight,Q4_0,4096,11008,16,8,938.851933
14,ffn_up,blk.14.ffn_up.weight,Q4_0,4096,11008,16,8,938.226728
14,ffn_down,blk.14.ffn_down.weight,Q4_0,11008,4096,16,8,942.256946
15,q_proj,blk.15.attn_q.weight,Q4_0,4096,4096,16,8,351.648863
15,k_proj,blk.15.attn_k.weight,Q4_0,4096,4096,16,8,350.778356
15,v_proj,blk.15.attn_v.weight,Q4_0,4096,4096,16,8,350.995737
15,o_proj,blk.15.attn_output.weight,Q4_0,4096,4096,16,8,352.157707
15,ffn_gate,blk.15.ffn_gate.weight,Q4_0,4096,11008,16,8,939.199320
15,ffn_up,blk.15.ffn_up.weight,Q4_0,4096,11008,16,8,938.199515
15,ffn_down,blk.15.ffn_down.weight,Q4_0,11008,4096,16,8,941.739000
16,q_proj,blk.16.attn_q.weight,Q4_0,4096,4096,16,8,351.928970
16,k_proj,blk.16.attn_k.weight,Q4_0,4096,4096,16,8,350.898892
16,v_proj,blk.16.attn_v.weight,Q4_0,4096,4096,16,8,351.649928
16,o_proj,blk.16.attn_output.weight,Q4_0,4096,4096,16,8,351.015891
16,ffn_gate,blk.16.ffn_gate.weight,Q4_0,4096,11008,16,8,938.624840
16,ffn_up,blk.16.ffn_up.weight,Q4_0,4096,11008,16,8,938.485211
16,ffn_down,blk.16.ffn_down.weight,Q4_0,11008,4096,16,8,942.367033
17,q_proj,blk.17.attn_q.weight,Q4_0,4096,4096,16,8,351.339640
17,k_proj,blk.17.attn_k.weight,Q4_0,4096,4096,16,8,350.987388
17,v_proj,blk.17.attn_v.weight,Q4_0,4096,4096,16,8,351.443901
17,o_proj,blk.17.attn_output.weight,Q4_0,4096,4096,16,8,351.240111
17,ffn_gate,blk.17.ffn_gate.weight,Q4_0,4096,11008,16,8,939.436023
17,ffn_up,blk.17.ffn_up.weight,Q4_0,4096,11008,16,8,938.297102
17,ffn_down,blk.17.ffn_down.weight,Q4_0,11008,4096,16,8,942.048815
18,q_proj,blk.18.attn_q.weight,Q4_0,4096,4096,16,8,351.518861
18,k_proj,blk.18.attn_k.weight,Q4_0,4096,4096,16,8,350.950482
18,v_proj,blk.18.attn_v.weight,Q4_0,4096,4096,16,8,351.109768
18,o_proj,blk.18.attn_output.weight,Q4_0,4096,4096,16,8,351.144198
18,ffn_gate,blk.18.ffn_gate.weight,Q4_0,4096,11008,16,8,938.778326
18,ffn_up,blk.18.ffn_up.weight,Q4_0,4096,11008,16,8,938.314552
18,ffn_down,blk.18.ffn_down.weight,Q4_0,11008,4096,16,8,941.764021
19,q_proj,blk.19.attn_q.weight,Q4_0,4096,4096,16,8,352.408894
19,k_proj,blk.19.attn_k.weight,Q4_0,4096,4096,16,8,350.795859
19,v_proj,blk.19.attn_v.weight,Q4_0,4096,4096,16,8,351.384215
19,o_proj,blk.19.attn_output.weight,Q4_0,4096,4096,16,8,351.529428
19,ffn_gate,blk.19.ffn_gate.weight,Q4_0,4096,11008,16,8,940.250720
19,ffn_up,blk.19.ffn_up.weight,Q4_0,4096,11008,16,8,938.543088
19,ffn_down,blk.19.ffn_down.weight,Q4_0,11008,4096,16,8,941.760573
20,q_proj,blk.20.attn_q.weight,Q4_0,4096,4096,16,8,350.834286
20,k_proj,blk.20.attn_k.weight,Q4_0,4096,4096,16,8,350.652983
20,v_proj,blk.20.attn_v.weight,Q4_0,4096,4096,16,8,351.070151
20,o_proj,blk.20.attn_output.weight,Q4_0,4096,4096,16,8,351.046807
20,ffn_gate,blk.20.ffn_gate.weight,Q4_0,4096,11008,16,8,938.979823
20,ffn_up,blk.20.ffn_up.weight,Q4_0,4096,11008,16,8,938.127376
20,ffn_down,blk.20.ffn_down.weight,Q4_0,11008,4096,16,8,942.126759
21,q_proj,blk.21.attn_q.weight,Q4_0,4096,4096,16,8,351.321189
21,k_proj,blk.21.attn_k.weight,Q4_0,4096,4096,16,8,350.708160
21,v_proj,blk.21.attn_v.weight,Q4_0,4096,4096,16,8,351.114247
21,o_proj,blk.21.attn_output.weight,Q4_0,4096,4096,16,8,351.282798
21,ffn_gate,blk.21.ffn_gate.weight,Q4_0,4096,11008,16,8,939.720813
21,ffn_up,blk.21.ffn_up.weight,Q4_0,4096,11008,16,8,938.810675
21,ffn_down,blk.21.ffn_down.weight,Q4_0,11008,4096,16,8,941.868730
22,q_proj,blk.22.attn_q.weight,Q4_0,4096,4096,16,8,351.338858
22,k_proj,blk.22.attn_k.weight,Q4_0,4096,4096,16,8,351.025619
22,v_proj,blk.22.attn_v.weight,Q4_0,4096,4096,16,8,351.230554
22,o_proj,blk.22.attn_output.weight,Q4_0,4096,4096,16,8,351.221008
22,ffn_gate,blk.22.ffn_gate.weight,Q4_0,4096,11008,16,8,939.064298
22,ffn_up,blk.22.ffn_up.weight,Q4_0,4096,11008,16,8,937.959909
22,ffn_down,blk.22.ffn_down.weight,Q4_0,11008,4096,16,8,943.426207
23,q_proj,blk.23.attn_q.weight,Q4_0,4096,4096,16,8,351.667806
23,k_proj,blk.23.attn_k.weight,Q4_0,4096,4096,16,8,350.993479
23,v_proj,blk.23.attn_v.weight,Q4_0,4096,4096,16,8,351.298808
23,o_proj,blk.23.attn_output.weight,Q4_0,4096,4096,16,8,351.237727
23,ffn_gate,blk.23.ffn_gate.weight,Q4_0,4096,11008,16,8,939.097536
