layer,kind,tensor,type,cols,rows,batch,calls,ms
3,ffn_up,blk.3.ffn_up.weight,Q4_0,288,768,1,8,0.165451
3,ffn_down,blk.3.ffn_down.weight,Q4_0,768,288,1,8,0.191971
4,q_proj,blk.4.attn_q.weight,Q4_0,288,288,1,8,0.077346
4,k_proj,blk.4.attn_k.weight,Q4_0,288,288,1,8,0.076534
4,v_proj,blk.4.attn_v.weight,Q4_0,288,288,1,8,0.075623
4,o_proj,blk.4.attn_output.weight,Q4_0,288,288,1,8,0.078646
4,ffn_gate,blk.4.ffn_gate.weight,Q4_0,288,768,1,8,0.167354
4,ffn_up,blk.4.ffn_up.weight,Q4_0,288,768,1,8,0.166472
4,ffn_down,blk.4.ffn_down.weight,Q4_0,768,288,1,8,0.220013
5,q_proj,blk.5.attn_q.weight,Q4_0,288,288,1,8,0.081853
5,k_proj,blk.5.attn_k.weight,Q4_0,288,288,1,8,0.076162
5,v_proj,blk.5.attn_v.weight,Q4_0,288,288,1,8,0.075691
5,o_proj,blk.5.attn_output.weight,Q4_0,288,288,1,8,0.077697
5,ffn_gate,blk.5.ffn_gate.weight,Q4_0,288,768,1,8,0.166122
5,ffn_up,blk.5.ffn_up.weight,Q4_0,288,768,1,8,0.170312
5,ffn_down,blk.5.ffn_down.weight,Q4_0,768,288,1,8,0.226175
